habilidad_cliente,nivel_cliente,Concat_Habilidad_UBITS
Storytelling con datos - N3 - E,Intermedio (Nivel 3),"22620,18964,1297,12116,25555,2116,15687,3906,19107,203051,5276,11980,28065,16079,29335,7676,17422,29267,201184,7328,29281,18057,7293,23960,7546,15533,200140,17411,16038,15347,22995,4082,20051,10076,200846,209,8008,16089,203529,200579,13875,15742,7302,29443,200916,465,204233,202012,27949,204161,16095,29227,24402,203065,201075,1535,16059,7045,28862,24374,7545,1301,27957,200801,204246,16008,16859,706,4137,201927,809,ID,8500,15445,29404,7606,200586,23292,7320,510,29387,27029,202047,29424,16731,19329,5516,200372,7674,201592,201014,10986,8035,200136,208,7504,13307,20,1269,26712"
Storytelling con datos - N4 - E,Avanzado (Nivel 4),"22620,18964,203051,1297,4082,29281,3906,12116,25555,203065,18057,23960,2116,202927,8008,7293,27949,202066,27560,1549,19107,11980,7328,29335,1535,201927,7575,7302,15687,7655,201184,200140,29382,16079,203665,5276,17411,28065,203529,29227,7676,15742,200136,16008,465,706,17422,15533,13875,24909,202437,7546,7045,16059,27550,16038,1591,28862,24402,1311,21380,202966,382,204246,203663,27344,200579,15347,2271,1713,204161,200137,204215,201936,643,7320,19193,27029,16089,29443,201336,2008,10076,26712,7985,16095,1269,29404,29255,203507,200846,666,1523,204135,16664,9360,29288,634,200602,1301"
Storytelling con datos - N1 - H,Básico (Nivel 1),"22620,18964,203051,3906,7328,12116,1297,4082,5276,203529,28065,29335,11980,18057,2116,27949,7293,17411,25555,15742,8008,706,19107,7320,7302,1535,29281,15533,202066,23960,7045,11976,13875,203065,8286,7676,200611,16089,11255,200140,15445,15687,24402,202927,209,4379,201184,1311,203507,19563,201932,200586,10076,17422,202437,202048,200372,29443,16079,24374,202047,8500,19329,201075,15696,202012,29227,10086,22995,10986,643,20051,18661,7606,634,6944,465,26667,8035,201431,354,201936,20597,200576,16731,204161,27029,7546,200579,18144,16038,1534,29404,15347,201592,24909,2271,19092,20,9088"
Storytelling con datos - N2 - H,Intermedio (Nivel 2),"19107,17411,13875,22620,15533,203051,5276,1297,7328,7293,19563,2116,25555,12116,4082,15687,29335,8008,18964,15347,16731,17422,203529,7302,706,27949,204161,10076,23960,15742,11980,16461,3906,13917,202012,7045,15685,24402,202020,203621,202066,209,201075,200846,15304,22995,15896,202927,16102,11976,16667,18057,7320,208,6973,15301,16513,20068,29443,28065,26667,19092,29326,23410,15445,24374,9088,200610,18144,202687,202199,201579,29281,23356,16008,8081,26665,5892,7985,29227,16573,20051,203065,17345,1535,17401,202437,8035,25391,203660,16943,9881,1017,8500,203576,203507,8552,23775,20395,201593"
Storytelling con datos - N3 - H,Intermedio (Nivel 3),"22620,1297,2116,203051,18964,12116,5276,15445,3906,7293,203507,16859,11980,7328,15533,4082,23960,203065,29281,29335,8008,10076,354,28065,15696,706,17411,204209,18057,202066,27949,25555,4137,201184,13875,19563,16079,16059,20,17422,200916,1535,15347,29443,200586,209,29250,200579,200137,15742,16089,1311,24402,201592,202059,200140,200611,203529,24909,22187,202058,7045,8939,11976,16038,296,1301,1534,19107,202927,202047,386,29288,16095,4901,22995,809,1523,202070,24374,184,202068,10986,16520,7985,29227,27029,29404,16008,7302,607,26182,7546,7676,16667,201080,24182,203030,200467,465"
Storytelling con datos - N4 - H,Avanzado (Nivel 4),"22620,12116,18964,2116,203051,3906,29281,15533,4082,202066,8008,202927,11976,7328,1297,203065,16089,15687,25555,23960,201936,5892,201932,29335,11980,7293,10076,24374,15445,27949,200136,17411,24402,19107,200140,28065,203507,7985,25562,200586,20,10085,16079,5276,203529,24909,8939,202047,7045,706,200579,15347,200611,202437,200137,22231,13875,8035,202190,16038,10986,16059,2016,364,1535,26182,201075,204135,19092,24388,382,204251,16095,202012,465,29288,201080,201431,18057,7606,386,17422,13838,200846,29397,24385,7676,200134,7546,23936,26667,5948,203058,202051,200581,200472,203452,29439,24802,26712"
Storytelling con datos - N1 - M,Básico (Nivel 1),"22620,7328,4082,8008,5276,7320,203529,18964,15445,203051,2116,23960,15533,7302,7045,28065,7293,202012,13875,27949,29335,10076,17411,3906,24374,200846,15347,200611,25555,19563,4137,15687,24402,203507,19092,1297,202927,706,16089,29281,203065,23062,204161,12116,22992,16568,203587,201592,201075,202591,11980,203058,209,202066,17932,7985,15301,200586,27029,13917,18144,2271,203052,201936,16731,200372,24909,4379,3518,6944,16079,11976,200588,8286,203621,200668,10086,21777,16038,19107,203030,26665,23240,8628,1535,202007,16667,200612,8500,15742,16059,8552,201932,9122,23253,13861,22943,20167,201080,11922"
Storytelling con datos - N2 - M,Intermedio (Nivel 2),"2116,202066,22620,19107,13875,202927,4082,3906,203051,202020,17411,201598,201426,200599,19563,19572,8008,29281,29335,16008,18964,7444,15445,203065,29250,7045,203507,2271,7293,24170,7328,202058,15533,18057,201431,7770,21380,15687,19573,29443,15338,17422,7855,15068,5276,15742,24374,15874,11976,201571,201936,1535,24909,204209,3412,27949,23775,1523,16102,24179,16967,4137,18661,200574,201080,15301,203654,2278,706,10076,200610,11980,7985,23960,26705,13810,2312,15327,16815,202199,202437,202070,200581,202068,19601,20323,200472,4901,201932,16137,1297,200137,364,280,18650,202046,27348,203576,26667,16660"
Storytelling con datos - N3 - M,Intermedio (Nivel 3),"2116,18964,22620,3906,17422,29335,200586,29281,4082,7045,4137,18057,203065,201936,8008,16089,202927,11980,201592,15696,1297,12116,28065,200611,200140,15533,200916,200579,15742,202437,16038,16079,203051,24374,203072,7328,203058,29443,24020,18663,16967,202172,15445,7293,10986,202012,201927,27949,18144,29288,20,201184,19563,1535,201932,1301,26667,19107,11976,1505,15687,8939,1986,23936,16095,28862,13917,23960,5892,1046,2271,201064,200610,809,12072,202066,1269,29404,202199,643,24909,26712,5276,16059,26679,201114,7546,24402,203073,202047,24722,29424,2394,10076,1523,200581,18813,18661,202048,202169"
Storytelling con datos - N4 - M,Avanzado (Nivel 4),"2116,22620,18964,201598,3906,4082,7328,8008,26182,4137,203051,28065,201080,1301,29335,27949,1535,15533,7293,16008,11976,16026,201936,23960,24909,19563,7045,5276,203529,29281,15687,25555,24374,17411,200611,17373,27029,11980,13875,4161,202066,16485,1297,18661,16089,22995,24402,18057,12116,200586,202012,2278,7302,29443,6836,202927,17422,200579,15976,203065,1986,1302,15445,706,15347,19107,3412,12616,16859,201184,24392,201932,203507,15831,16403,1365,22992,200140,201592,15301,204223,7320,29404,16079,4901,16967,465,24181,201075,202437,10084,362,15696,1523,3162,1713,3425,15728,10481,20"
Toma de decisiones basada en datos - N1 - E,Básico (Nivel 1),"1986,201927,202927,2271,201571,202437,203065,16967,203620,26712,16664,200262,1019,201936,29443,19193,1713,8090,15289,26624,7770,16840,19473,201114,202093,3682,201598,202020,201428,1864,201155,204192,203045,1523,201584,7877,7848,200698,17424,7855,202923,1842,201180,16945,200599,7435,12029,27560,712,202949,15338,16855,202446,201995,5402,7903,682,2008,201336,23699,27687,13870,1301,202364,7917,364,7460,666,7982,26591,203063,2231,717,201577,17422,8091,202441,202966,201426,28862,121,11464,18057,1269,347,27570,18691,200811,202199,13703,201606,24020,16170,201184,27550,201590,201680,9360,204221,201431"
Toma de decisiones basada en datos - N2 - E,Intermedio (Nivel 2),"15289,1986,202437,29285,386,16967,382,1269,2271,203065,1523,202966,809,18057,86,201927,25012,16664,784,1259,29281,26712,204,203665,1270,200579,1591,28862,364,3711,20,201932,202369,610,202446,16008,21,201336,15198,1864,2231,7437,200587,16526,1698,202927,201114,203661,201145,203663,1505,200615,203662,381,200134,2116,573,45,202199,8091,16855,628,202020,201155,3370,1549,8090,20045,2008,202366,1535,666,200576,29288,203056,201598,1842,10481,202722,204135,201955,682,1301,16520,200586,200140,201936,8939,29443,7967,24909,2093,201428,201431,717,82,200608,202066,2273,203452"
Toma de decisiones basada en datos - N3 - E,Intermedio (Nivel 3),"1986,16664,2271,19193,15289,202437,26712,202020,16967,202927,203065,1842,1269,201571,1270,29443,7435,1523,201114,1311,1864,26624,18661,1713,202446,9360,202199,18057,201927,1301,200262,203620,16855,1535,16526,364,2231,86,200599,5086,201932,26182,1591,28862,16008,666,201936,202369,202966,784,809,15338,382,201598,1259,201426,1297,8091,10481,17422,7770,2008,200576,7855,7917,201336,7848,16502,1267,12029,2093,27675,27598,203452,5402,201145,4901,23936,682,201606,16840,19184,1019,8090,200602,3425,24020,202047,386,1698,3779,16928,204192,202923,1621,1580,628,1505,203665,202951"
Toma de decisiones basada en datos - N4 - E,Avanzado (Nivel 4),"16664,15289,3779,1986,2271,20045,204233,203065,202437,202927,16967,201571,201927,201155,7770,2093,19572,19193,16855,16526,1523,26712,16008,7807,202066,16840,8090,201598,16660,18057,2025,16742,202369,17424,16945,7903,3425,13870,202199,202966,26624,201936,364,1864,202020,8869,1269,23699,7965,204221,2008,7870,202446,2116,3693,666,717,18661,19573,8939,1535,7848,15463,16137,19196,203063,19188,19091,7982,1842,7967,15677,26675,9360,27479,15831,5402,22195,137,8159,24710,16520,1713,7917,682,201431,18076,1549,16197,200599,203058,1505,3399,202164,7444,19323,19560,7902,25012,16485"
Toma de decisiones basada en datos - N1 - H,Básico (Nivel 1),"15289,202437,1986,19193,202927,16664,364,2271,1864,16967,203065,2093,202020,1523,784,16008,202446,2116,8091,26712,202369,201155,202966,201927,204233,20045,1713,3779,8090,201598,7770,9360,7855,1270,7848,86,26182,1269,7917,2278,204135,202066,24909,7655,1842,29443,201571,19323,7851,202199,666,201114,16526,386,6609,7965,7575,7982,201936,8159,809,7902,18057,201932,1591,1698,201080,5402,6653,20,7807,7444,202068,16538,7967,18661,16945,15831,204221,16403,203665,16520,7903,1535,5086,26675,28862,3682,29281,201336,382,73,26642,201268,26624,717,201431,22195,17424,682"
Toma de decisiones basada en datos - N2 - H,Intermedio (Nivel 2),"202437,16664,202927,1986,15289,201927,16967,2271,203065,7770,202020,202066,201155,29443,19193,1523,364,18057,8090,26712,202068,201598,2093,201571,202199,202446,7444,2116,202369,201936,1864,666,201114,200599,200614,7848,1713,201932,203058,16945,809,1535,3779,202065,26182,7982,86,201184,8091,204233,4137,20,16008,29281,200612,784,27367,9360,200579,24909,5402,200586,15831,22195,202047,28862,16840,1842,7903,201431,1311,3682,18964,18661,20045,1269,7851,204135,203620,7917,10986,10481,26675,29424,7902,7855,16403,7965,1302,202722,26642,201426,16447,202966,1270,3906,1591,24020,26624,19184"
Toma de decisiones basada en datos - N3 - H,Intermedio (Nivel 3),"16967,203065,19193,1986,1523,2271,7770,16502,202927,15463,16008,15289,202437,201114,203620,201598,202020,201571,26712,1269,1842,7855,17422,7444,16664,17385,16855,202369,21495,2093,15808,16840,1713,17424,1270,201932,4901,200599,201936,16945,202199,1535,1864,7848,12029,202446,201426,18661,5402,16972,8090,20045,18057,204209,86,8091,201184,16526,666,7982,29443,15837,7917,8939,13870,19516,364,201927,16520,19645,202066,22195,202161,9360,204206,386,16678,7903,2116,16660,19196,19441,7435,16197,15338,18691,1591,201995,13810,200612,7902,682,204205,201428,200262,201431,204221,204135,200608,202047"
Toma de decisiones basada en datos - N4 - H,Avanzado (Nivel 4),"1986,16967,203065,19193,202927,7444,15289,2271,20045,202446,201571,7440,202161,7982,2116,202437,16664,1523,7855,201932,86,204135,19572,5402,26712,202966,201598,364,1505,7770,1269,203058,7848,202369,16660,809,201155,200599,666,202066,13870,3779,19047,203063,201433,1713,201936,1864,4137,20,386,200811,202196,1535,16008,202118,4901,1301,204233,202020,29443,200608,1591,2278,3494,202164,6653,18057,200576,27348,9360,15343,201114,201431,19091,200612,8090,202030,201268,201336,18661,7807,201927,347,26182,1842,19573,200587,1270,202200,28565,202199,16840,433,200586,16945,23699,10481,24020,202001"
Toma de decisiones basada en datos - N1 - M,Básico (Nivel 1),"15343,16967,1986,16945,201571,202927,17385,203065,16502,202437,3399,16972,2271,7770,19434,201598,202966,19196,15837,8090,1864,26712,16664,13845,201936,17422,717,7460,202951,15986,15831,20045,7855,201995,19516,2350,201033,202030,202199,86,15289,202446,200472,347,18910,24020,15316,203045,200262,19645,3940,1301,201114,203620,18057,1523,16716,7848,15997,17424,19473,29443,21495,203063,19113,18876,1505,1269,7877,202369,16008,7851,16447,201680,16148,16840,16793,201932,7889,202364,201090,201927,200326,202118,15338,12029,16137,29397,18691,6327,202172,364,15556,16815,203072,1942,13870,7807,3768,201428"
Toma de decisiones basada en datos - N2 - M,Intermedio (Nivel 2),"201571,202927,7770,2271,203620,1986,19585,7855,15338,201598,7444,202951,16967,203065,16137,7903,202020,19196,201936,202959,19193,18691,8767,202437,15343,16664,25394,201431,16170,200262,16855,15289,16502,19441,201426,201577,26712,25006,16660,201995,200700,202966,16678,1523,202953,200698,202946,23699,19572,202066,16840,19587,201114,202446,15548,19473,202057,20045,16520,203045,18155,203063,15867,201927,16945,29443,137,1713,1864,22853,17932,6571,200472,7982,17422,15874,29420,16403,201155,18057,16815,24020,200599,202199,202030,201932,16790,18116,666,13703,201472,2278,16148,4901,7877,15831,8090,18661,7998,717"
Toma de decisiones basada en datos - N3 - M,Intermedio (Nivel 3),"201155,203065,203058,1986,202437,2271,202446,202927,7770,16967,201571,7855,16664,15289,19196,19572,7982,204135,201936,201598,19193,202066,201927,202966,200599,203620,1523,201472,1864,202030,202161,200612,1269,7807,16855,3779,204221,203578,16945,202172,202164,5402,6653,201932,20045,1505,7444,201336,18057,7848,200586,26712,29443,201431,16972,202951,16137,202200,7440,364,8090,19645,3425,7460,203063,347,27532,203045,16538,1301,809,20,201114,2116,8088,202199,2093,202743,86,201426,8091,1713,19573,23699,16660,19516,201433,1842,27675,717,202943,202196,200600,15338,202369,202725,9360,4137,201461,202949"
Toma de decisiones basada en datos - N4 - M,Avanzado (Nivel 4),"1986,15316,16502,20045,15343,203045,17422,201033,4119,3425,1864,16170,16967,3928,13703,203620,204079,3399,15552,786,201577,24020,1523,201936,87,203065,3940,16664,201571,15831,2271,201598,828,3930,202966,200698,201680,7807,202927,203073,203072,19473,202951,200262,7855,16972,16855,13620,347,18691,19193,15338,203038,121,17919,200574,201026,19030,16604,16575,202199,16029,19196,13666,201150,202437,16199,3768,17988,16148,914,15289,19391,201142,1505,16485,202923,7460,20210,13663,13814,9000,2116,1301,18116,14259,203063,15317,23955,200811,200581,22975,5698,9360,16403,202020,201006,202172,3793,22872"
Visualización de datos y diseño de tableros (dashboards) - N1 - E,Básico (Nivel 1),"200140,809,18057,201184,29377,28862,1301,1549,26624,20,200579,200586,1535,18964,202437,1311,202047,7676,465,7546,16038,203065,16079,200610,1269,1986,666,10986,7606,1297,1267,204209,203058,29288,201014,29443,343,26182,29287,16089,4137,201114,24020,200611,29281,201927,1864,16664,7505,22196,29404,16967,29267,200598,203660,382,16008,16095,201336,3906,26712,682,200617,29424,7921,201598,1523,202020,2271,5516,202927,200916,200614,16059,24909,784,1842,1270,7506,9360,200599,1591,201936,202065,18663,86,203662,200589,202066,1534,200581,638,27334,200609,29284,296,7607,16855,4901,200262"
Visualización de datos y diseño de tableros (dashboards) - N2 - E,Intermedio (Nivel 2),"200140,809,20,200579,343,200586,29287,28862,29288,784,7546,1297,465,638,18057,3370,1301,16038,201014,381,7676,7921,382,201332,1270,10986,1311,203653,200610,1549,21,16079,1535,201184,200598,666,202047,203056,200602,22196,7606,203661,29267,1269,29286,16089,1591,464,1267,200611,203663,29284,203642,202169,86,16095,386,202366,203058,29404,10163,3906,29285,200600,200576,296,200137,201336,200613,200916,203660,16059,7607,202437,9088,200581,2333,201172,7506,203057,1698,18964,5516,33,1534,200136,200617,203648,200304,200589,29281,200601,26182,201062,200618,607,1621,200614,201114,29424"
Visualización de datos y diseño de tableros (dashboards) - N3 - E,Intermedio (Nivel 3),"200140,809,20,18057,15696,1297,201184,1549,200610,200579,10986,200586,29377,202437,1301,1535,7676,203058,200611,16089,343,18964,202047,7606,203065,465,28862,29287,382,29288,200916,201336,7921,200598,806,7546,16079,29404,202066,1269,4137,203660,29281,3906,26182,1311,29267,26624,354,638,16038,21,666,200609,7506,1267,202722,201014,201114,607,1523,202059,29424,201927,386,24020,202065,16095,29284,296,7505,202927,1591,200614,204209,29397,9088,86,200599,16059,1842,6898,200600,16967,200576,201268,7607,29443,2116,202966,8091,5516,381,6653,200617,29286,202020,1270,22196,26598"
Visualización de datos y diseño de tableros (dashboards) - N4 - E,Avanzado (Nivel 4),"200140,809,200586,20,200611,18057,200579,15696,1301,1297,10986,16089,16038,29377,7546,200916,382,29288,203660,200610,203058,28862,343,5516,16079,1535,16095,7676,26182,202047,201184,203661,10992,201336,18964,9088,465,4137,203065,29287,1591,1269,3906,2338,200598,202066,29404,1549,200600,7606,21,10481,11098,464,202437,201268,201014,11199,16059,86,607,10163,1311,203662,29267,29443,6653,201071,200608,29281,2116,202059,1267,203654,201598,16008,202722,24020,1986,29424,1270,12116,202065,18663,202449,7506,200609,2333,610,202927,201196,7921,296,200617,29286,200599,22196,7505,11178,638"
Visualización de datos y diseño de tableros (dashboards) - N1 - H,Básico (Nivel 1),"200140,204209,1297,18057,201184,806,29287,200586,200579,20,200611,29377,809,200610,7606,29288,1311,203065,7676,202047,200916,1549,4137,1535,1301,29227,5516,202066,10986,18964,15696,28862,1534,202437,465,200598,7546,7506,807,16038,29281,29284,7505,29404,29267,16008,354,202065,9088,296,29266,6836,12116,29255,29424,200576,26182,7504,610,16079,201927,3906,22196,29443,7547,202927,666,1269,200609,202059,16089,203654,638,1046,201268,201014,200599,200614,200137,203058,16059,202058,26624,1591,1035,8939,6898,10553,3332,2333,7607,29441,10085,16095,201336,29283,201932,343,29440,431"
Visualización de datos y diseño de tableros (dashboards) - N2 - H,Intermedio (Nivel 2),"200140,809,20,1301,18057,200611,200579,200586,1297,7546,15696,10986,1535,16089,7606,26182,200610,203058,4137,16079,7676,29288,29287,343,202437,29377,21,16095,16038,296,1549,18964,201336,1269,203065,201184,200916,202047,9088,3906,28862,201268,666,465,203660,201014,1986,7505,382,7506,16059,201606,29404,292,354,200598,1267,24020,26624,6653,200609,10992,607,1311,3494,200600,5516,201071,86,386,2116,202722,202066,29286,29281,610,202966,28065,7921,29424,16008,1270,203661,7607,204135,15831,19184,638,202927,11098,200576,10481,11178,203056,24909,201932,16967,200262,200581,200589"
Visualización de datos y diseño de tableros (dashboards) - N3 - H,Intermedio (Nivel 3),"18057,200140,20,809,4137,1301,204209,1535,200611,200586,201598,203058,203065,201184,200610,202927,15696,24020,29377,202066,200916,465,1297,26182,386,10986,1046,202437,1549,296,7855,202020,203654,18964,16008,1523,16089,29404,16967,29288,200579,29424,86,3906,18663,4901,290,2271,2116,1986,343,19601,7676,8063,201114,201936,29379,7606,1269,3494,202059,666,10481,200599,9088,202049,1311,200598,16038,19286,19572,202047,7546,21,202722,16403,201080,382,16079,17422,28862,5516,200609,201336,201426,200581,354,19091,29287,200614,201932,15802,203660,2312,21741,7506,201592,29281,26598,24170"
Visualización de datos y diseño de tableros (dashboards) - N4 - H,Avanzado (Nivel 4),"200140,809,20,200586,9088,203058,200579,10986,200611,203660,16089,201336,1301,15696,382,29377,18057,7606,296,7546,203661,464,1297,203646,200916,201268,21,1535,26182,7676,86,6653,202966,202437,202722,29404,3747,16038,9914,200610,343,201014,24020,29288,200587,29287,610,5516,203662,10480,7505,29397,666,11098,9912,465,202047,203065,202059,201271,3392,10992,16095,203450,16079,203207,3370,200304,201184,26358,201071,4137,2338,386,28862,202711,11116,7840,7921,200306,203057,8063,607,2333,29286,200600,638,203208,202066,202444,203664,201566,25103,12621,200598,16059,200609,200763,201291,3413"
